fix_start,stop,text,global_text,video_path
488,923, I'm going to do just a few more.,,/data/video_narration/2023_05_25_rachel/clip_14/rt.mp4
0,138," The patient does not appear to be in any clinical distress, no changes or significant updates"," The patient does not appear to be in any clinical distress, no changes or significant updates from previous assessment.",/data/video_narration/2023_05_25_rachel/clip_15/rt.mp4
138,468, from previous assessment.," The patient does not appear to be in any clinical distress, no changes or significant updates from previous assessment.",/data/video_narration/2023_05_25_rachel/clip_15/rt.mp4
0,142, So the patient has been removed from BiPAP and switched to a salter with humidification.," So the patient has been removed from BiPAP and switched to a ""Salter"" with humidification. The patient is calm, does not appear to be in any distress.",/data/video_narration/2023_05_25_rachel/clip_16/rt.mp4
142,457," The patient is calm, does not appear to be in any distress."," So the patient has been removed from BiPAP and switched to a ""Salter"" with humidification. The patient is calm, does not appear to be in any distress.",/data/video_narration/2023_05_25_rachel/clip_16/rt.mp4
0,99, The patient appears calm and no distress on the nasal cannula., The patient appears calm and no distress on the nasal cannula. ,/data/video_narration/2023_05_25_rachel/clip_17/rt.mp4
99,459, The patient appears calm and no distress on the nasal cannula., The patient appears calm and no distress on the nasal cannula. ,/data/video_narration/2023_05_25_rachel/clip_17/rt.mp4
0,110, The patient appears cooperative., The patient appears cooperative While the nurse is administering medications orally. the patient is independent in Taking in oral fluids and oral medications.,/data/video_narration/2023_05_25_trish/clip_01/rt.mp4
110,238," While the nurse is administering medication, orally, the patient is independent in.", The patient appears cooperative While the nurse is administering medications orally. the patient is independent in Taking in oral fluids and oral medications.,/data/video_narration/2023_05_25_trish/clip_01/rt.mp4
238,463, Taking in oral fluids and oral medications., The patient appears cooperative While the nurse is administering medications orally. the patient is independent in Taking in oral fluids and oral medications.,/data/video_narration/2023_05_25_trish/clip_01/rt.mp4
0,136, The patient is repositioning himself in the bed.," The patient is repositioning himself in the bed. He also lowered the head of the bed, which required the nurse or other qualified staff member to appropriately level the transducer to his new position in order to give an accurate hemodynamic reading. in this case, likely a blood pressure from the patient's arterial line.",/data/video_narration/2023_05_25_trish/clip_02/rt.mp4
136,220," He also lowered the head of the bed, which required the nurse or other qualified staff"," The patient is repositioning himself in the bed. He also lowered the head of the bed, which required the nurse or other qualified staff member to appropriately level the transducer to his new position in order to give an accurate hemodynamic reading. in this case, likely a blood pressure from the patient's arterial line.",/data/video_narration/2023_05_25_trish/clip_02/rt.mp4
220,402, member to appropriately level the transducer to his new position in order to give an accurate," The patient is repositioning himself in the bed. He also lowered the head of the bed, which required the nurse or other qualified staff member to appropriately level the transducer to his new position in order to give an accurate hemodynamic reading. in this case, likely a blood pressure from the patient's arterial line.",/data/video_narration/2023_05_25_trish/clip_02/rt.mp4
402,452, chemodynamic reading.," The patient is repositioning himself in the bed. He also lowered the head of the bed, which required the nurse or other qualified staff member to appropriately level the transducer to his new position in order to give an accurate hemodynamic reading. in this case, likely a blood pressure from the patient's arterial line.",/data/video_narration/2023_05_25_trish/clip_02/rt.mp4
0,75, Thank you.,,/data/video_narration/2023_05_25_trish/clip_04/rt.mp4
0,172," The nurse was taking the, or getting an EKG on the patient."," The nurse was getting an EKG on the patient. He appeared to be adjusting the patient's pacemaker settings in order to see what the patient's underlying rhythm was on the EKG. He then appeared to reset the patient's pacemaker settings to what they were before. The nurse also removed the patient's Foley catheter, which is typical to do after a procedure that requires a Foley catheter. The patient appeared to be cooperative throughout both interventions.",/data/video_narration/2023_05_25_trish/clip_06/rt.mp4
172,321, He appeared to be turning off or adjusting the patient's pacemaker settings in order," The nurse was getting an EKG on the patient. He appeared to be adjusting the patient's pacemaker settings in order to see what the patient's underlying rhythm was on the EKG. He then appeared to reset the patient's pacemaker settings to what they were before. The nurse also removed the patient's Foley catheter, which is typical to do after a procedure that requires a Foley catheter. The patient appeared to be cooperative throughout both interventions.",/data/video_narration/2023_05_25_trish/clip_06/rt.mp4
321,398, to see what the patient's underlying rhythm was on the EKG.," The nurse was getting an EKG on the patient. He appeared to be adjusting the patient's pacemaker settings in order to see what the patient's underlying rhythm was on the EKG. He then appeared to reset the patient's pacemaker settings to what they were before. The nurse also removed the patient's Foley catheter, which is typical to do after a procedure that requires a Foley catheter. The patient appeared to be cooperative throughout both interventions.",/data/video_narration/2023_05_25_trish/clip_06/rt.mp4
398,589, He then appeared to reset the patient's pacemaker settings to what they were before.," The nurse was getting an EKG on the patient. He appeared to be adjusting the patient's pacemaker settings in order to see what the patient's underlying rhythm was on the EKG. He then appeared to reset the patient's pacemaker settings to what they were before. The nurse also removed the patient's Foley catheter, which is typical to do after a procedure that requires a Foley catheter. The patient appeared to be cooperative throughout both interventions.",/data/video_narration/2023_05_25_trish/clip_06/rt.mp4
589,685," The nurse also removed the patient's Foley catheter, which is typical to do after a procedure"," The nurse was getting an EKG on the patient. He appeared to be adjusting the patient's pacemaker settings in order to see what the patient's underlying rhythm was on the EKG. He then appeared to reset the patient's pacemaker settings to what they were before. The nurse also removed the patient's Foley catheter, which is typical to do after a procedure that requires a Foley catheter. The patient appeared to be cooperative throughout both interventions.",/data/video_narration/2023_05_25_trish/clip_06/rt.mp4
685,746, that requires a Foley catheter.," The nurse was getting an EKG on the patient. He appeared to be adjusting the patient's pacemaker settings in order to see what the patient's underlying rhythm was on the EKG. He then appeared to reset the patient's pacemaker settings to what they were before. The nurse also removed the patient's Foley catheter, which is typical to do after a procedure that requires a Foley catheter. The patient appeared to be cooperative throughout both interventions.",/data/video_narration/2023_05_25_trish/clip_06/rt.mp4
746,848, The patient appeared to be cooperative throughout both interventions.," The nurse was getting an EKG on the patient. He appeared to be adjusting the patient's pacemaker settings in order to see what the patient's underlying rhythm was on the EKG. He then appeared to reset the patient's pacemaker settings to what they were before. The nurse also removed the patient's Foley catheter, which is typical to do after a procedure that requires a Foley catheter. The patient appeared to be cooperative throughout both interventions.",/data/video_narration/2023_05_25_trish/clip_06/rt.mp4
0,172, I assisted the patient in getting up to the chair.,"The nurses assisted the patient in getting up to the chair. The patient required moderate assistance in standing and pivoting towards the chair. However, was requiring minimal assistance in sitting at the edge of the bed from a laying position. The patient appeared to tolerate the activity well and was able to participate with minimal oxygen needs.",/data/video_narration/2023_05_25_trish/clip_08/rt.mp4
172,355, The patient required moderate assistance overall in standing and pivoting towards the chair.,"The nurses assisted the patient in getting up to the chair. The patient required moderate assistance in standing and pivoting towards the chair. However, was requiring minimal assistance in sitting at the edge of the bed from a laying position. The patient appeared to tolerate the activity well and was able to participate with minimal oxygen needs.",/data/video_narration/2023_05_25_trish/clip_08/rt.mp4
355,525," However, was requiring minimal assistance in sitting at the edge of the bed from a laying position.","The nurses assisted the patient in getting up to the chair. The patient required moderate assistance in standing and pivoting towards the chair. However, was requiring minimal assistance in sitting at the edge of the bed from a laying position. The patient appeared to tolerate the activity well and was able to participate with minimal oxygen needs.",/data/video_narration/2023_05_25_trish/clip_08/rt.mp4
525,834, The patient appeared to tolerate the activity well and was able to participate with minimal oxygen needs.,"The nurses assisted the patient in getting up to the chair. The patient required moderate assistance in standing and pivoting towards the chair. However, was requiring minimal assistance in sitting at the edge of the bed from a laying position. The patient appeared to tolerate the activity well and was able to participate with minimal oxygen needs.",/data/video_narration/2023_05_25_trish/clip_08/rt.mp4
0,178, The physician is examining the patient.," The physician is examining the patient. The physician also performed a troubleshoot of the patient's arterial line, which may not have been working correctly because he asked the nurse to come in and take a manual blood pressure. The physician also adjusted the pacemaker settings on the pacemaker box to see what the patient's underlying rhythm was on the monitor.",/data/video_narration/2023_05_25_trish/clip_09/rt.mp4
178,312," The physician also performed a troubleshoot of the patient's arterial line, which may"," The physician is examining the patient. The physician also performed a troubleshoot of the patient's arterial line, which may not have been working correctly because he asked the nurse to come in and take a manual blood pressure. The physician also adjusted the pacemaker settings on the pacemaker box to see what the patient's underlying rhythm was on the monitor.",/data/video_narration/2023_05_25_trish/clip_09/rt.mp4
312,384, not have been working correctly because he asked the nurse to come in and take a manual," The physician is examining the patient. The physician also performed a troubleshoot of the patient's arterial line, which may not have been working correctly because he asked the nurse to come in and take a manual blood pressure. The physician also adjusted the pacemaker settings on the pacemaker box to see what the patient's underlying rhythm was on the monitor.",/data/video_narration/2023_05_25_trish/clip_09/rt.mp4
384,436, blood pressure.," The physician is examining the patient. The physician also performed a troubleshoot of the patient's arterial line, which may not have been working correctly because he asked the nurse to come in and take a manual blood pressure. The physician also adjusted the pacemaker settings on the pacemaker box to see what the patient's underlying rhythm was on the monitor.",/data/video_narration/2023_05_25_trish/clip_09/rt.mp4
436,533, The physician also adjusted the pacemaker settings on the pacemaker box to see what," The physician is examining the patient. The physician also performed a troubleshoot of the patient's arterial line, which may not have been working correctly because he asked the nurse to come in and take a manual blood pressure. The physician also adjusted the pacemaker settings on the pacemaker box to see what the patient's underlying rhythm was on the monitor.",/data/video_narration/2023_05_25_trish/clip_09/rt.mp4
533,894, the patient's underlying rhythm was on the monitor.," The physician is examining the patient. The physician also performed a troubleshoot of the patient's arterial line, which may not have been working correctly because he asked the nurse to come in and take a manual blood pressure. The physician also adjusted the pacemaker settings on the pacemaker box to see what the patient's underlying rhythm was on the monitor.",/data/video_narration/2023_05_25_trish/clip_09/rt.mp4
0,17, Thank you.,,/data/video_narration/2023_05_25_trish/clip_12/rt.mp4
0,157, The patient is returning from somewhere and getting settled in her room.," The patient is being transferred from one bed into another in their room. The patient appears drowsy, but responsive. ",/data/video_narration/2023_06_05_heather/clip_01_01/rt.mp4
0,165, The nurse and provider are setting the patient up on their new monitor.," The nurses and provider are getting the patient set up in their room. They are attaching them to the monitor. The patient is lying flat, in no distress. ",/data/video_narration/2023_06_05_heather/clip_01_02/rt.mp4
0,151, The patient is having their pulses assessed by staff and providers., The patient is having their pulses assessed by nurses and providers. They are continuing to get the patient set up in the room. The patient is lying flat in no distress. The patient appears drowsy but is appropriately interactive with staff. ,/data/video_narration/2023_06_05_heather/clip_02/rt.mp4
151,466, They are continuing to get the patient set up in the room., The patient is having their pulses assessed by nurses and providers. They are continuing to get the patient set up in the room. The patient is lying flat in no distress. The patient appears drowsy but is appropriately interactive with staff. ,/data/video_narration/2023_06_05_heather/clip_02/rt.mp4
0,99, The patient is being turned and the skin is being assessed., The patient is being turned and the skin is being assessed by both nurses. The patient is more awake.,/data/video_narration/2023_06_05_heather/clip_03/rt.mp4
99,459, The patient is more awake and appears cold., The patient is being turned and the skin is being assessed by both nurses. The patient is more awake.,/data/video_narration/2023_06_05_heather/clip_03/rt.mp4
0,133, The patient is lying in bed stable with family at the bedside. There is a nurse," The patient is lying in bed, stable, with family at the bedside. There is a nurse at the computer and another nurse getting all of her IV lines and arterial line set up.",/data/video_narration/2023_06_05_heather/clip_04/rt.mp4
133,237, at the computer and another nurse getting all of her IV lines and central," The patient is lying in bed, stable, with family at the bedside. There is a nurse at the computer and another nurse getting all of her IV lines and arterial line set up.",/data/video_narration/2023_06_05_heather/clip_04/rt.mp4
237,480, line set up.," The patient is lying in bed, stable, with family at the bedside. There is a nurse at the computer and another nurse getting all of her IV lines and arterial line set up.",/data/video_narration/2023_06_05_heather/clip_04/rt.mp4
0,86, The patient is lying flat in bed in stable condition., The patient is lying flat in bed in stable condition. The nurse is assessing the patient.,/data/video_narration/2023_06_05_heather/clip_05/rt.mp4
86,463, The nurse is assessing the patient., The patient is lying flat in bed in stable condition. The nurse is assessing the patient.,/data/video_narration/2023_06_05_heather/clip_05/rt.mp4
0,130, The nurse is putting a new checks underneath the patient and assessing the patient's right," The patient is stable, lying flat in bed. The nurse is putting a new chux underneath the patient and assessing the patient's right leg.",/data/video_narration/2023_06_05_heather/clip_06/rt.mp4
0,75, The patient is lying flat in stable condition., The patient is lying flat in stable condition. The nurse and a lift team member help clean the patient.,/data/video_narration/2023_06_05_heather/clip_07/rt.mp4
75,510, The nurse and a Lyft team member help clean the patient up., The patient is lying flat in stable condition. The nurse and a lift team member help clean the patient.,/data/video_narration/2023_06_05_heather/clip_07/rt.mp4
0,62, The patient is lying in bed., The patient is lying in bed. The nurse cleans up something in the bed and then turns the patient to her side.,/data/video_narration/2023_06_05_heather/clip_08/rt.mp4
62,506, The nurse cleans up something in the bed and then turns the patient to her side., The patient is lying in bed. The nurse cleans up something in the bed and then turns the patient to her side.,/data/video_narration/2023_06_05_heather/clip_08/rt.mp4
0,106, The patient is stable at this time and asleep.,The patient is stable at this time and asleep. The nurse is readjusting the height of the bed and looking at the monitor.,/data/video_narration/2023_06_05_heather/clip_09/rt.mp4
106,466, The nurse is readjusting the height of the bed and looking at the monitor.,The patient is stable at this time and asleep. The nurse is readjusting the height of the bed and looking at the monitor.,/data/video_narration/2023_06_05_heather/clip_09/rt.mp4
0,63, The patient is lying in bed stable., The patient is lying in bed stable. The nurse is assessing pulses on the patient and turning her.,/data/video_narration/2023_06_05_heather/clip_10/rt.mp4
63,513, The nurse is assessing pulses on the patient and turning her., The patient is lying in bed stable. The nurse is assessing pulses on the patient and turning her.,/data/video_narration/2023_06_05_heather/clip_10/rt.mp4
0,150, The patient is lying in bed and no acute distress. The patient is stable. The nurse is changing the arterial line setup., The patient is lying in bed and no acute distress. The patient is stable. The nurse is changing either an arterial line or central line setup.,/data/video_narration/2023_06_05_heather/clip_11/rt.mp4
0,139, The patient is lying in bed asleep and the patient nurse is organizing the room., The patient is lying in bed asleep and the nurse is organizing the room.,/data/video_narration/2023_06_05_heather/clip_12/rt.mp4
0,69, The nurse is assessing the patient.," The nurse is assessing the patient. The patient is lying flat in bed, asleep.",/data/video_narration/2023_06_05_heather/clip_13/rt.mp4
69,504," The patient is lying flat in bed, asleep."," The nurse is assessing the patient. The patient is lying flat in bed, asleep.",/data/video_narration/2023_06_05_heather/clip_13/rt.mp4
0,79, The patient is lying down flat in no acute distress., The patient is lying flat in no acute distress. The nurse appears to be taking a blood sample from the arterial line.,/data/video_narration/2023_06_05_heather/clip_14/rt.mp4
79,529, The nurse appears to be taking a blood sample from the arterial line., The patient is lying flat in no acute distress. The nurse appears to be taking a blood sample from the arterial line.,/data/video_narration/2023_06_05_heather/clip_14/rt.mp4
0,120, The nurse is attaching a transport monitor to the patient in preparation for them to leave the room., The nurse is attaching a transport monitor to the patient in preparation for them to leave the room.,/data/video_narration/2023_06_05_heather/clip_15/rt.mp4
0,150, The patient is being transferred to a transport monitor and transported out of the room.," The patient is stable, lying flat in bed. The patient is being transferred from the bedside monitor to a transport monitor and transported out of the room.",/data/video_narration/2023_06_05_heather/clip_16/rt.mp4
0,180, The nurse is readjusting the lines and attaching the patient to the bedside monitor and making sure they're getting a proper reading., The nurse is readjusting the lines and cables and attaching the patient to the bedside monitor. They are making adjustments to ensure they're getting a proper reading.,/data/video_narration/2023_06_05_heather/clip_17/rt.mp4
0,112, The patient appears to be fresh post-operative procedure.," The patient appears to be fresh post-operative procedure. Unsure of what procedure was done, but what would be important here would be monitoring vital signs and whatever other parameters the pursuit list has set.",/data/video_narration/2023_06_09_julie/clip_01/rt.mp4
112,184," Unfair of what procedure was done, but what would be important here would be monitoring"," The patient appears to be fresh post-operative procedure. Unsure of what procedure was done, but what would be important here would be monitoring vital signs and whatever other parameters the pursuit list has set.",/data/video_narration/2023_06_09_julie/clip_01/rt.mp4
184,461, vital signs and whatever other parameters the pursuit list has set.," The patient appears to be fresh post-operative procedure. Unsure of what procedure was done, but what would be important here would be monitoring vital signs and whatever other parameters the pursuit list has set.",/data/video_narration/2023_06_09_julie/clip_01/rt.mp4
0,98," I'm unsure of what procedure the patient had done, but in the immediate post-operative"," I'm unsure of what procedure the patient had done, but in the immediate post-operative period it would be most important to monitor vital signs, neurovascular checks, and a full neuroassessment.",/data/video_narration/2023_06_09_julie/clip_02/rt.mp4
98,218," period it would be most important to monitor vital signs, neurovascular checks, and a full"," I'm unsure of what procedure the patient had done, but in the immediate post-operative period it would be most important to monitor vital signs, neurovascular checks, and a full neuroassessment.",/data/video_narration/2023_06_09_julie/clip_02/rt.mp4
218,459, neuroassessment.," I'm unsure of what procedure the patient had done, but in the immediate post-operative period it would be most important to monitor vital signs, neurovascular checks, and a full neuroassessment.",/data/video_narration/2023_06_09_julie/clip_02/rt.mp4
0,81," Again, still difficult to assess the appropriate rafts given a full assessment has not been"," Again, still difficult to assess the appropriate RASS given a full assessment has not been completed yet. And still would be important to monitor the patient's vital signs and other parameters that the physician has as, I'm not certain what procedures this patient has done.",/data/video_narration/2023_06_09_julie/clip_03/rt.mp4
81,111, completed yet.," Again, still difficult to assess the appropriate RASS given a full assessment has not been completed yet. And still would be important to monitor the patient's vital signs and other parameters that the physician has as, I'm not certain what procedures this patient has done.",/data/video_narration/2023_06_09_julie/clip_03/rt.mp4
111,217, And still would be important to monitor the patient's vital signs and other parameters," Again, still difficult to assess the appropriate RASS given a full assessment has not been completed yet. And still would be important to monitor the patient's vital signs and other parameters that the physician has as, I'm not certain what procedures this patient has done.",/data/video_narration/2023_06_09_julie/clip_03/rt.mp4
217,457," that the physician has, I'm not certain what procedures this patient has done."," Again, still difficult to assess the appropriate RASS given a full assessment has not been completed yet. And still would be important to monitor the patient's vital signs and other parameters that the physician has as, I'm not certain what procedures this patient has done.",/data/video_narration/2023_06_09_julie/clip_03/rt.mp4
0,101, The patient appears to be a fresh post-operative from a procedure so the," The patient appears to be a fresh post-operative from a procedure so the things to monitor would be vital signs, neuro status, and whatever parameters the surgeon has put in place.",/data/video_narration/2023_06_09_julie/clip_04/rt.mp4
101,211," things to monitor would be vital signs, neuro status, and whatever parameters the"," The patient appears to be a fresh post-operative from a procedure so the things to monitor would be vital signs, neuro status, and whatever parameters the surgeon has put in place.",/data/video_narration/2023_06_09_julie/clip_04/rt.mp4
211,481, surgeon has put in place.," The patient appears to be a fresh post-operative from a procedure so the things to monitor would be vital signs, neuro status, and whatever parameters the surgeon has put in place.",/data/video_narration/2023_06_09_julie/clip_04/rt.mp4
0,120, It is difficult to determine but I'm guessing that the patient has been, It is difficult to determine but I'm guessing that the patient has been hypotensive given that there is a bolus line being hooked up to the patient so I would be monitoring her vitals particularly blood pressure more frequently.,/data/video_narration/2023_06_09_julie/clip_07/rt.mp4
120,202, hypertensive given that there is a bolus line being hooked up to the patient so I, It is difficult to determine but I'm guessing that the patient has been hypotensive given that there is a bolus line being hooked up to the patient so I would be monitoring her vitals particularly blood pressure more frequently.,/data/video_narration/2023_06_09_julie/clip_07/rt.mp4
202,461, would be monitoring her vitals particularly blood pressure more frequently., It is difficult to determine but I'm guessing that the patient has been hypotensive given that there is a bolus line being hooked up to the patient so I would be monitoring her vitals particularly blood pressure more frequently.,/data/video_narration/2023_06_09_julie/clip_07/rt.mp4
0,88," It seems that they're having a hard time getting at temperature on this patient, but she's"," It seems that they're having a hard time getting at temperature on this patient, but she's most likely slightly hypothermic so I would want her to her temperature frequently.",/data/video_narration/2023_06_09_julie/clip_09/rt.mp4
88,463, most likely slightly hypothermic so I would want her to her temperature frequently.," It seems that they're having a hard time getting at temperature on this patient, but she's most likely slightly hypothermic so I would want her to her temperature frequently.",/data/video_narration/2023_06_09_julie/clip_09/rt.mp4
0,159," Given an EKG list done and there were no helpful providers in the room, I would be, have my"," Given an EKG list done and there were multiple helpful providers in the room, I would have my priorities as checking the EKG results, monitoring our vital signs, and checking on the patient's pain level",/data/video_narration/2023_06_09_julie/clip_19_02/rt.mp4
159,262," priorities as checking the EKG results, monitoring our vital signs, and checking on the patient's"," Given an EKG list done and there were multiple helpful providers in the room, I would have my priorities as checking the EKG results, monitoring our vital signs, and checking on the patient's pain level",/data/video_narration/2023_06_09_julie/clip_19_02/rt.mp4
262,457, pain level.," Given an EKG list done and there were multiple helpful providers in the room, I would have my priorities as checking the EKG results, monitoring our vital signs, and checking on the patient's pain level",/data/video_narration/2023_06_09_julie/clip_19_02/rt.mp4
0,121," Despite being intubated, the patient does not appear sedated."," Despite being intubated, the patient does not appear sedated. The patient is also on her cell phone texting. She is unrestrained and is interactive with visitor and staff. It is likely that the patient is alert and oriented.",/data/video_narration/2023_06_10_trish/clip_01_02/rt.mp4
121,172, The patient is also on her cell phone texting.," Despite being intubated, the patient does not appear sedated. The patient is also on her cell phone texting. She is unrestrained and is interactive with visitor and staff. It is likely that the patient is alert and oriented.",/data/video_narration/2023_06_10_trish/clip_01_02/rt.mp4
172,272, She is unrestrained and is interactive with visitor and staff.," Despite being intubated, the patient does not appear sedated. The patient is also on her cell phone texting. She is unrestrained and is interactive with visitor and staff. It is likely that the patient is alert and oriented.",/data/video_narration/2023_06_10_trish/clip_01_02/rt.mp4
272,454, It is likely that the patient is alert and oriented.," Despite being intubated, the patient does not appear sedated. The patient is also on her cell phone texting. She is unrestrained and is interactive with visitor and staff. It is likely that the patient is alert and oriented.",/data/video_narration/2023_06_10_trish/clip_01_02/rt.mp4
0,15, Thank you.,,/data/video_narration/2023_06_10_trish/clip_09/rt.mp4
0,234," It appears the patient's IV access may be occluded, which is why the nurse is troubleshooting"," It appears the patient's IV access may be occluded, which is why the nurse is troubleshooting it by pausing, restarting, and flushing the IV drip.",/data/video_narration/2023_06_10_trish/clip_12/rt.mp4
234,460," it by pausing, restarting, and flushing the IV drip."," It appears the patient's IV access may be occluded, which is why the nurse is troubleshooting it by pausing, restarting, and flushing the IV drip.",/data/video_narration/2023_06_10_trish/clip_12/rt.mp4
0,72, The patient has just arrived to their room., The patient has just arrived to their room. The patient is being transferred from transport monitors and ventilators to the bedside ventilator and monitor. The patient has a pacemaker or implanted cardiac defibrillator which is currently being interrogated by the providers.,/data/video_narration/2023_06_20_heather/clip_01/rt.mp4
72,187, The patient is being transferred from transport monitors and ventilators to the bedside ventilator, The patient has just arrived to their room. The patient is being transferred from transport monitors and ventilators to the bedside ventilator and monitor. The patient has a pacemaker or implanted cardiac defibrillator which is currently being interrogated by the providers.,/data/video_narration/2023_06_20_heather/clip_01/rt.mp4
187,211, and monitor., The patient has just arrived to their room. The patient is being transferred from transport monitors and ventilators to the bedside ventilator and monitor. The patient has a pacemaker or implanted cardiac defibrillator which is currently being interrogated by the providers.,/data/video_narration/2023_06_20_heather/clip_01/rt.mp4
211,455, The patient has a pacemaker or implanted cardiac defibrillator which is currently being interrogated., The patient has just arrived to their room. The patient is being transferred from transport monitors and ventilators to the bedside ventilator and monitor. The patient has a pacemaker or implanted cardiac defibrillator which is currently being interrogated by the providers.,/data/video_narration/2023_06_20_heather/clip_01/rt.mp4
0,78, The patient is getting settled in their room.," The patient is getting settled in their room. The team is going to insert an arterial line and a new IV. The patient is critical, but stable. ",/data/video_narration/2023_06_20_heather/clip_02_01/rt.mp4
78,453, The team is going to insert an arterial line and a new IV.," The patient is getting settled in their room. The team is going to insert an arterial line and a new IV. The patient is critical, but stable. ",/data/video_narration/2023_06_20_heather/clip_02_01/rt.mp4
0,102, The patient is resting and then intubated and sedated.,The patient is resting and is intubated and sedated. The physician is setting up for a line insertion and the respiratory therapist did an arterial stick.,/data/video_narration/2023_06_20_heather/clip_02_02/rt.mp4
102,235, The physician is going to place a line and the respiratory therapist did an arterial,The patient is resting and is intubated and sedated. The physician is setting up for a line insertion and the respiratory therapist did an arterial stick.,/data/video_narration/2023_06_20_heather/clip_02_02/rt.mp4
0,79, The patient is intubated and lying flat in bed., The patient is intubated and lying flat in bed. The physician is preparing for a central line insertion.,/data/video_narration/2023_06_20_heather/clip_02_03/rt.mp4
79,454, The physician is preparing for a central line insertion., The patient is intubated and lying flat in bed. The physician is preparing for a central line insertion.,/data/video_narration/2023_06_20_heather/clip_02_03/rt.mp4
0,105, The physician is inserting a central line., The physician is inserting a central line. The patient is tolerating the procedure well at this time. ,/data/video_narration/2023_06_20_heather/clip_03_01/rt.mp4
13,119, The physician is securing the central line and cleaning up from the procedure.," The physician is securing the central line and cleaning up from the procedure. The patient is critical, but stable.",/data/video_narration/2023_06_20_heather/clip_03_02/rt.mp4
0,87, The physician is preparing for an arterial line insertion. Another,The physician is preparing for an arterial line insertion. Another physician enters the room and they are discussing something. The patient is critical but stable.,/data/video_narration/2023_06_20_heather/clip_04/rt.mp4
87,160, physician enters the room and they are discussing something. The patient is,The physician is preparing for an arterial line insertion. Another physician enters the room and they are discussing something. The patient is critical but stable.,/data/video_narration/2023_06_20_heather/clip_04/rt.mp4
160,475, critical but stable.,The physician is preparing for an arterial line insertion. Another physician enters the room and they are discussing something. The patient is critical but stable.,/data/video_narration/2023_06_20_heather/clip_04/rt.mp4
9,59, The patient is currently stable., The patient is currently stable. The physician is inserting an arterial line.,/data/video_narration/2023_06_20_heather/clip_05_01/rt.mp4
59,104,The physician is inserting a central line., The patient is currently stable. The physician is inserting an arterial line.,/data/video_narration/2023_06_20_heather/clip_05_01/rt.mp4
8,60, The patient is critical but stable., The patient is critical but stable. The patient is having an arterial line inserted into his left radial artery.,/data/video_narration/2023_06_20_heather/clip_05_02/rt.mp4
60,149,The patient is having an arterial line inserted into his left radial artery., The patient is critical but stable. The patient is having an arterial line inserted into his left radial artery.,/data/video_narration/2023_06_20_heather/clip_05_02/rt.mp4
11,56, The patient is lying in bed., The patient is lying in bed in no distress. The nurse puts the head of the bed up to a 30 degree angle and applies restraints.,/data/video_narration/2023_06_20_heather/clip_06/rt.mp4
56,163,The nurse puts the head of the bed up to a 30 degree angle and applies restraints., The patient is lying in bed in no distress. The nurse puts the head of the bed up to a 30 degree angle and applies restraints.,/data/video_narration/2023_06_20_heather/clip_06/rt.mp4
0,135," The patient appears to be stable and is able to ambulate minimally with a cyst, without", The patient appears to be stable and is able to ambulate without assist,/data/video_narration/2023_06_21_julie/clip_13/rt.mp4
0,123, The patient appears to be getting admitted to the ICU., The patient appears to be getting admitted to the ICU. He has been transferred from a VCP 500 bed to an ICU bed or a Progressa Microclimate Hospital bed. His blood pressure is getting taken on his forearm as opposed to his upper arm. The patient appears alert and oriented. Assistive devices were used to transfer the patient from bed to bed to preserve body mechanics.,/data/video_narration/2023_06_21_trish/clip_01/rt.mp4
123,357, He has been transferred from a VCP 500 bed to an ICU bed or a Progressive Microclimate Hospital bed., The patient appears to be getting admitted to the ICU. He has been transferred from a VCP 500 bed to an ICU bed or a Progressa Microclimate Hospital bed. His blood pressure is getting taken on his forearm as opposed to his upper arm. The patient appears alert and oriented. Assistive devices were used to transfer the patient from bed to bed to preserve body mechanics.,/data/video_narration/2023_06_21_trish/clip_01/rt.mp4
357,496, His blood pressure is getting taken on his forearm as opposed to his upper arm., The patient appears to be getting admitted to the ICU. He has been transferred from a VCP 500 bed to an ICU bed or a Progressa Microclimate Hospital bed. His blood pressure is getting taken on his forearm as opposed to his upper arm. The patient appears alert and oriented. Assistive devices were used to transfer the patient from bed to bed to preserve body mechanics.,/data/video_narration/2023_06_21_trish/clip_01/rt.mp4
496,571, The patient appears alert and oriented., The patient appears to be getting admitted to the ICU. He has been transferred from a VCP 500 bed to an ICU bed or a Progressa Microclimate Hospital bed. His blood pressure is getting taken on his forearm as opposed to his upper arm. The patient appears alert and oriented. Assistive devices were used to transfer the patient from bed to bed to preserve body mechanics.,/data/video_narration/2023_06_21_trish/clip_01/rt.mp4
571,814, Assistive devices were used to transfer the patient from bed to bed to preserve body mechanics., The patient appears to be getting admitted to the ICU. He has been transferred from a VCP 500 bed to an ICU bed or a Progressa Microclimate Hospital bed. His blood pressure is getting taken on his forearm as opposed to his upper arm. The patient appears alert and oriented. Assistive devices were used to transfer the patient from bed to bed to preserve body mechanics.,/data/video_narration/2023_06_21_trish/clip_01/rt.mp4
0,220, The nurses are connecting the patient to the monitor in his new room.," The nurses are connecting the patient to the monitor in his new room. The patient is also receiving a new IV from the nurse. As a new admission, the physician has obtained ICU consent from the patient.",/data/video_narration/2023_06_21_trish/clip_02_01/rt.mp4
